description,company,category,title,created,longitude,location,adref,redirect_url,latitude,id,__CLASS__,salary_is_predicted,contract_time,salary_max,salary_min,contract_type
Über uns statworx ist ein führendes Beratungs- und Entwicklungsunternehmen für Daten und KI mit Sitz in Frankfurt am Main. Wir bieten strategische Beratung für mittelständische Unternehmen und globale Konzerne. Wir entwickeln innovative Daten- & KI-Lösungen für alle Unternehmensbereiche und Tätigkeitsfelder. Wir befähigen Menschen auf allen Kompetenzniveaus mit unseren Daten- & KI-Bildungsformaten. Kurz gesagt: Wir unterstützen Unternehmen bei allen Aspekten der digitalen Transformation – seit …,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'statworx'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Consultant Data Science - Fokus NLP (alle Geschlechter),2025-12-19T07:06:51Z,8.76072,"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Fechenheim'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Fechenheim, Frankfurt am Main'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU0ODI2NDcxMCIsInMiOiJhbFdGSUlmazhCR05LZkktSFBSd2J3In0.lCKvR23QntDlEelxbMG1cWtTLkKqXsaQzAmqSNMIOkA,https://www.adzuna.de/details/5548264710?utm_medium=api&utm_source=a4bcf954,50.12595,5548264710,Adzuna::API::Response::Job,0,full_time,,,
"SO SIEHT DEIN AUFGABENBEREICH AUS: Gestalte die Zukunft: Entwickle und implementiere innovative Lösungen zum Beispiel mit Retrieval-Augmented Generation (RAG) und Large Language Models (LLMs) für die Steuerwelt. Dabei wählst du für jeden Anwendungsfall die passende Modellarchitektur und kümmerst dich um Training, Evaluation und Optimierung für den praktischen Einsatz. Verbinde Daten mit Intelligenz: Entwickle Pipelines zur Datenaufbereitung, -extraktion, -transformation und -integration und opt…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Buhl Data Service GmbH'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Senior AI / Data Science Engineer (m/w),2025-04-23T07:50:57Z,8.50014,"{'area': ['Deutschland', 'Baden-Württemberg', 'Mannheim', 'Neuostheim'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neuostheim, Mannheim'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE1NzUwMzQ4NCIsInMiOiJhbFdGSUlmazhCR05LZkktSFBSd2J3In0.3Qi7nLXBotBEfOZ2qGcsV50G-ar1DaCp_0wrPsWmPTQ,https://www.adzuna.de/details/5157503484?utm_medium=api&utm_source=a4bcf954,49.46856,5157503484,Adzuna::API::Response::Job,0,full_time,,,
"SO SIEHT DEIN AUFGABENBEREICH AUS: Gestalte die Zukunft: Entwickle und implementiere innovative Lösungen zum Beispiel mit Retrieval-Augmented Generation (RAG) und Large Language Models (LLMs) für die Steuerwelt. Dabei wählst du für jeden Anwendungsfall die passende Modellarchitektur und kümmerst dich um Training, Evaluation und Optimierung für den praktischen Einsatz. Verbinde Daten mit Intelligenz: Entwickle Pipelines zur Datenaufbereitung, -extraktion, -transformation und -integration und opt…","{'display_name': 'Buhl Data Service', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",Senior AI / Data Science Engineer (m/w),2025-04-26T22:05:26Z,8.491505,"{'display_name': 'Mannheim, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Mannheim']}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYWxXRklJZms4QkdOS2ZJLUhQUndidyIsImkiOiI1MTY0ODY4Mzc4In0.iRpFZrY4bFR8SxL054FjSkiDF4v89_rwKP4sEIkoXbQ,https://www.adzuna.de/details/5164868378?utm_medium=api&utm_source=a4bcf954,49.496025,5164868378,Adzuna::API::Response::Job,0,full_time,,,
"Deine Aufgaben Duale Power für die digitale Zukunft: Entfalte dein Potential, indem du dir wirtschaftsinformatisches Fachwissen aneignest und gestalte aktiv den Bereich Logistik mit. … konkret heißt das: Dreijähriges duales Studium ab Herbst 2026 mit Wechsel zwischen der dreimonatigen Theoriephase an der DHBW Heilbronn und der Praxisphase bei der Lidl Stiftung Vermittlung von Methoden und Technologien der Informatik sowie Data Analysis, Big Data und Machine Learning an der DHBW im Vordergrund P…","{'display_name': 'Lidl Stiftung', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'logistics-warehouse-jobs', 'label': 'Stellen aus Logistik & Lagerhaltung', '__CLASS__': 'Adzuna::API::Response::Category'}",Duales Studium Wirtschaftsinformatik - Data Science 2026 in Neckarsulm,2025-08-29T14:57:18Z,,"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYWxXRklJZms4QkdOS2ZJLUhQUndidyIsImkiOiI1MzczMzY0MTQxIn0.Vt3x5WbFosTcLwXtA5lsJQbSbeHQYZ-V_inUHnIV4vE,https://www.adzuna.de/details/5373364141?utm_medium=api&utm_source=a4bcf954,,5373364141,Adzuna::API::Response::Job,0,full_time,23400.0,19800.0,
"About the opportunity At N26, we are building the foundational capabilities that empower product teams and data scientists to integrate AI at scale. As part of the Platform Engineering domain, the AI Platform team is responsible for designing, building, and operating the infrastructure and tooling that make AI use cases scalable, reliable, and easy to adopt, across both Machine Learning and Generative AI domains. We are looking for a Machine Learning Engineer to join our evolving AI Platform te…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'N26 GmbH'}","{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",Machine Learning Engineer (AI Platform),2025-12-23T14:16:19Z,13.420806,"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU1Mjk1MDgyNSIsInMiOiJhbFdGSUlmazhCR05LZkktSFBSd2J3In0.oVWYtz4qstJ5BAIVwtbvviyG982D9Wqm9KCyo8YOMHE,https://www.adzuna.de/land/ad/5552950825?se=alWFIIfk8BGNKfI-HPRwbw&utm_medium=api&utm_source=a4bcf954&v=CA6BFAA421C81294AACA30247823D7C4AAE2CF65,52.507706,5552950825,Adzuna::API::Response::Job,0,,,,
"This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…","{'display_name': 'Mindrift', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",Freelance Data Science Expert (Python & SQL) / AI Trainer,2025-12-12T12:06:13Z,13.420806,"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYWxXRklJZms4QkdOS2ZJLUhQUndidyIsImkiOiI1NTM5NTA5MTExIn0.6m6_dTDeAFSApbUbsfO_HKV187yvpowaT1mNZ_KVVEI,https://www.adzuna.de/details/5539509111?utm_medium=api&utm_source=a4bcf954,52.507706,5539509111,Adzuna::API::Response::Job,0,part_time,,,
"This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mindrift'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",Freelance Data Science Expert (Python & SQL) / AI Trainer,2025-12-12T12:06:13Z,,"{'display_name': 'München, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUzOTUwOTExMyIsInMiOiJhbFdGSUlmazhCR05LZkktSFBSd2J3In0.ZktOkcIhVuvAFCpHZ2Se2o_YwMgzpA001nIBH-WqYpA,https://www.adzuna.de/details/5539509113?utm_medium=api&utm_source=a4bcf954,,5539509113,Adzuna::API::Response::Job,0,part_time,,,
"This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…","{'display_name': 'Mindrift', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",Freelance Data Science Expert (Python & SQL) / AI Trainer,2025-12-12T12:06:13Z,,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], 'display_name': 'Köln, Nordrhein-Westfalen'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUzOTUwOTExMCIsInMiOiJhbFdGSUlmazhCR05LZkktSFBSd2J3In0.lexIbsg_BNYby8VweyQpWOoiqt_BjqZ3fjvE9nmRxjE,https://www.adzuna.de/details/5539509110?utm_medium=api&utm_source=a4bcf954,,5539509110,Adzuna::API::Response::Job,0,part_time,,,
"This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…","{'display_name': 'Mindrift', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",Freelance Data Science Expert (Python & SQL) / AI Trainer,2025-12-12T12:06:13Z,,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUzOTUwOTEwOCIsInMiOiJhbFdGSUlmazhCR05LZkktSFBSd2J3In0.CAPtI4CKXcwGLYWOClID1IdseW0aNVGgH_A0VZEnWgk,https://www.adzuna.de/details/5539509108?utm_medium=api&utm_source=a4bcf954,,5539509108,Adzuna::API::Response::Job,0,part_time,,,
"This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mindrift'}","{'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs'}",Freelance Data Science Expert (Python & SQL) / AI Trainer,2025-12-12T12:06:13Z,9.987297,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUzOTUwOTExMiIsInMiOiJhbFdGSUlmazhCR05LZkktSFBSd2J3In0.RZq3pqsvKSpnfcRCBlgvOSqyCQZwzttfWH_81OA6Mb4,https://www.adzuna.de/details/5539509112?utm_medium=api&utm_source=a4bcf954,53.557429,5539509112,Adzuna::API::Response::Job,0,part_time,,,
"WILLKOMMEN IM TEAM Wir sind die globale Inhouse Managementberatung der BASF. Unser Schwerpunkt liegt auf strategischen Projekten, mit denen wir wirkungsvoll Veränderungsprozesse vorantreiben. Dabei reicht unser Themenspektrum von Wachstums-, Organisationsentwicklungs- und Effizienzprojekten bis hin zu Akquisitionen und Devestitionen. Wir leben einen starken Teamspirit und fördern aktiv die Karriereentwicklung innerhalb der BASF. AUFGABEN Zum nächstmöglichen Zeitpunkt sind Sie für einen Zeitraum…","{'display_name': 'Basf France', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'graduate-jobs', 'label': 'Stellen für Hochschulabsolventen', '__CLASS__': 'Adzuna::API::Response::Category'}",Praktikum Management Consulting im Bereich Data Science / Data Analytics (m/w/d),2024-02-16T11:00:56Z,8.43196,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Rheinland-Pfalz', 'Ludwigshafen am Rhein', 'Mitte'], 'display_name': 'Mitte, Ludwigshafen am Rhein'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYWxXRklJZms4QkdOS2ZJLUhQUndidyIsImkiOiI0NTcxMTczODkyIn0.KKySMTsgObbePVfGcc5PDZU3qFxrYcM7aDqRy065-hg,https://www.adzuna.de/details/4571173892?utm_medium=api&utm_source=a4bcf954,49.47766,4571173892,Adzuna::API::Response::Job,0,,,,contract
"Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges-and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting i…","{'display_name': 'The MITRE Corporation', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","Internships in Data Science, Math, Statistics or Operations Research",2025-08-23T23:36:54Z,,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMlAtaUlZZms4Qkd0ZloxdGJOTy1TQSIsImkiOiI1MzY1OTk1NDQyIn0.8_kVmyLxl2H-PDSkWjGt1l2EJiYtHWp8LcbUJ-l52H4,https://www.adzuna.de/land/ad/5365995442?se=2P-iIYfk8BGtfZ1tbNO-SA&utm_medium=api&utm_source=a4bcf954&v=E3FB7093CFBCE0D14CBC874210DD045AF16B2005,,5365995442,Adzuna::API::Response::Job,0,,,,
"Requistion ID : 67844 Dentsply Sirona ist der weltweit größte Anbieter von Dentalprodukten- und technologien und unterstützt Zahnärzte und Zahntechniker dabei, eine bessere, schnellere und sicherere Versorgung in allen zahnmedizinischen Bereichen anzubieten. Wir sind stolz darauf, bevorzugter Partner für Zahnarztpraxen, Kliniken, Dentallabore und autorisierte Vertriebshändler weltweit zu sein. Der Hauptfirmensitz von Dentsply Sirona befindet sich in Charlotte, North Carolina. So fortschrittlich…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Dentsply Sirona'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Bachelor of Science (B. Sc.) Data Science und KI,2024-01-03T20:47:04Z,8.60289,"{'display_name': 'Bensheim, Bergstraße (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Bergstraße (Kreis)', 'Bensheim']}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDUwODg1NDY3MSIsInMiOiIyUC1pSVlmazhCR3RmWjF0Yk5PLVNBIn0.LyIQsH2lbE_EXWhzEUOk7Pfsx5wolobeHOraND24zkU,https://www.adzuna.de/land/ad/4508854671?se=2P-iIYfk8BGtfZ1tbNO-SA&utm_medium=api&utm_source=a4bcf954&v=2C4851633B5547D515B7509CCEF1DD34C734A176,49.67828,4508854671,Adzuna::API::Response::Job,0,,,,
"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ISR Information Products AG'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Junior Consultant Business Intelligence (m/w/d),2025-12-17T17:52:12Z,10.517347,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Braunschweig'], 'display_name': 'Braunschweig, Niedersachsen'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMlAtaUlZZms4Qkd0ZloxdGJOTy1TQSIsImkiOiI1NTQ1NzM2NzcxIn0.66svaVEGN_3NG_RFxp_6yVDIngIbKPOphFX2_2BC0m4,https://www.adzuna.de/land/ad/5545736771?se=2P-iIYfk8BGtfZ1tbNO-SA&utm_medium=api&utm_source=a4bcf954&v=36C3687FBAAB353E00D662DF544D0D7EF56E7B31,52.263026,5545736771,Adzuna::API::Response::Job,0,full_time,,,
"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ISR Information Products AG'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Junior Consultant Business Intelligence (m/w/d),2025-12-17T17:52:12Z,6.969972,"{'display_name': 'Köln, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMlAtaUlZZms4Qkd0ZloxdGJOTy1TQSIsImkiOiI1NTQ1NzM2NzcyIn0.ImLLCgOQVZOrqqIXa9B2bhTIRpYBcdUvtOJPpHK9bGk,https://www.adzuna.de/land/ad/5545736772?se=2P-iIYfk8BGtfZ1tbNO-SA&utm_medium=api&utm_source=a4bcf954&v=15509E0E655983DBD71561DC5DAB4B2D85CA7C95,50.940164,5545736772,Adzuna::API::Response::Job,0,full_time,,,
"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …","{'display_name': 'ISR Information Products AG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Junior Consultant Business Intelligence (m/w/d),2025-12-17T17:52:12Z,7.621504,"{'display_name': 'Münster, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Münster']}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMlAtaUlZZms4Qkd0ZloxdGJOTy1TQSIsImkiOiI1NTQ1NzM2Nzc1In0.AzEigESzr9z4dPFtcuX0pugOYdcmUld4XqQWN6oufiM,https://www.adzuna.de/land/ad/5545736775?se=2P-iIYfk8BGtfZ1tbNO-SA&utm_medium=api&utm_source=a4bcf954&v=E9705D84789A0EC983847A690CAD3CCF33D7FA8E,51.955292,5545736775,Adzuna::API::Response::Job,0,full_time,,,
"Responsibilities Gestalte die Zukunft mit KI – Starte dein Duales Studium im Bereich Data Science & Künstlicher Intelligenz ! Du möchtest mit smarten Lösungen die Welt der Banken-IT revolutionieren? Bei uns lernst du, wie du innovative Data-Science- und KI-Lösungen entwickelst, die unseren Kunden das Leben erleichtern. Gemeinsam gestalten wir die digitale Transformation – nach dem Motto: „Wir machen das Leben leichter mit KI.“ Deine Aufgaben: Entwickle KI-Lösungen: Du unterstützt bei der Entwic…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Atruvia'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Duales Studium Data Science & Künstliche Intelligenz B.Sc.,2025-05-06T21:43:49Z,,"{'display_name': 'Karlsruhe (Kreis), Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)']}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMlAtaUlZZms4Qkd0ZloxdGJOTy1TQSIsImkiOiI1MTgzODYzNjIwIn0.OSpPfnH9tUfNrvPZ7TVtjAT1HeukRZ_5ElgjBeIKpKA,https://www.adzuna.de/details/5183863620?utm_medium=api&utm_source=a4bcf954,,5183863620,Adzuna::API::Response::Job,0,,,,
"Die Iveco Group N.V. (MI: IVG) ist ein weltweit führendes Unternehmen der Automobilbranche, das in den Bereichen Nutz- und Spezialfahrzeuge, Antriebstechnologien und den damit verbundene Finanzdienstleistungen tätig ist. Jede der acht zum Unternehmen gehörende Marke ist in ihrem spezifischen Industriesektor eine treibende Kraft: IVECO, eine wegweisende Nutzfahrzeugmarke, die schwere, mittelschwere und leichte Nutzfahrzeuge entwickelt, herstellt und verkauft; FPT Industrial, ein weltweit führend…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Iveco Group und verbundene Unternehmen'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Werkstudent Data Science für unsere Academy (m/w/d),2025-12-13T20:01:39Z,9.93259,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ulm', 'Donaustetten'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Donaustetten, Ulm'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU0MTIyMzU0OSIsInMiOiIyUC1pSVlmazhCR3RmWjF0Yk5PLVNBIn0.cdi2OmV0ntAIscX5_TZr__tNkjLeTx19tAkP_eBMM_8,https://www.adzuna.de/details/5541223549?utm_medium=api&utm_source=a4bcf954,48.32854,5541223549,Adzuna::API::Response::Job,0,,,,contract
Über Atruvia Wir sind der Digitalisierungspartner in der genossenschaftlichen FinanzGruppe und vereinen jahrzehntelanges Expertenwissen in Banking und Informationstechnologie. Die speziell auf Banken zugeschnittenen IT-Lösungen und Leistungen reichen vom Rechenzentrumsbetrieb über das Bankverfahren von Atruvia bis hin zur App-Entwicklung. Dabei nutzen wir zukunftsweisende Technologien wie Smart Data und schreiben Prozessoptimierung und Regulatorik groß. Gestalte die Zukunft mit KI – Starte dein…,"{'display_name': 'Atruvia AG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Duales Studium Data Science & Künstliche Intelligenz B.Sc.,2025-12-16T22:23:58Z,8.38979,"{'display_name': 'Innenstadt, Karlsruhe', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Innenstadt'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU0NDkwNjA3NiIsInMiOiIyUC1pSVlmazhCR3RmWjF0Yk5PLVNBIn0.EK4Dk3nCfue7HhMviu3-_Jnnpxc9vZg3jQgzdFGH_B0,https://www.adzuna.de/details/5544906076?utm_medium=api&utm_source=a4bcf954,49.01336,5544906076,Adzuna::API::Response::Job,0,,,,
"Spannend, vielfältig und immer mit Perspektive: Ein Studium bei Streck Transport ist der perfekte Start in Dein Berufsleben. Profitiere von den Vorteilen eines großen, mittelständischen Unternehmens und erhalte Einblicke in unterschiedlichste Informatikbereiche. Das Studium Data Science und Künstliche Intelligenz ist eine einzigartige, zukunftsweisende Verschmelzung von BWL / Management und Big Data / Machine Learning und bildet die Datenspezialisten von morgen aus. Zum 01.10.2026 bieten wir ei…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Streck Transportges. mbH'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Duales Studium Data Science und KI (m/w/d),2025-12-24T23:52:14Z,7.816286,"{'display_name': 'Freiburg im Breisgau, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Freiburg im Breisgau']}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMlAtaUlZZms4Qkd0ZloxdGJOTy1TQSIsImkiOiI1NTU0OTA0Mzc5In0.uQCRKcsmoi83q3c4ZsCy3LBPhzMg26O3VcckwAqJZKw,https://www.adzuna.de/details/5554904379?utm_medium=api&utm_source=a4bcf954,47.999458,5554904379,Adzuna::API::Response::Job,0,,,,
"Dein Studium bei der DAT: Willkommen in unserem lebendigen Tagesgeschäft. Du arbeitest in verschiedenen Abteilungen rundum IT und Softwareentwicklung und lernst unsere Prozesse kennen. Du trägst Verantwortung für eigene Projekte und stehst in engem Kontakt mit deinem Ausbilder und Experten der Fachabteilungen. Das macht den Studiengang aus: Du bewegst dich gerne in der digitalen Welt und willst genau wissen, was hinter intelligenter Software steckt? Dann ist dieser Studiengang Wirtschaftsinform…","{'display_name': 'Deutsche Automobil Treuhand GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",DHBW Student Wirtschaftsinformatik - Data Science (m/w/d),2025-11-01T06:00:03Z,9.24596,"{'area': ['Deutschland', 'Baden-Württemberg', 'Esslingen (Kreis)', 'Ostfildern'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Ostfildern, Esslingen (Kreis)'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMlAtaUlZZms4Qkd0ZloxdGJOTy1TQSIsImkiOiI1NDc0MDQ0OTM5In0.tfXDOYcXold25i6Uyj3yZv2jH_r5X33UlhyHX5qCrjo,https://www.adzuna.de/details/5474044939?utm_medium=api&utm_source=a4bcf954,48.72761,5474044939,Adzuna::API::Response::Job,0,,,,
